date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:12	15138/15138	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:53%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/faq.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/faq.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:12	23016/23016	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:53%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/services-page.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/services-page.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:13	18020/18020	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:51%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/team-details.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/team-details.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:13	14859/14859	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:51%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/post.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/post.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:13	3239/3239	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:53%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/404.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/404.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:14	5973/5973	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:53%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/coming-soon.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/coming-soon.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:14	15520/15520	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:51%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/blog.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/blog.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:14	16152/16152	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:52%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/blog2.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/blog2.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:15	19882/19882	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:52%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/blog3.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/blog3.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:15	16468/16468	---M-Z	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202023%2012:58:52%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/contact.html	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/contact.html	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:16	219270/219270	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2012:59:31%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/about2.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/about2.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:17	379136/379136	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2012:59:31%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/about.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/about.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:18	2685/2685	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2014%20Jun%202023%2012:59:30%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/signature.svg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/signature.svg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:18	212188/212188	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2012:59:30%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/about3.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/about3.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:18	99626/99626	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:02:01%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/services/1.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/services/1.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:19	114331/114331	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:02:01%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/services/3.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/services/3.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:19	140880/140880	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:02:01%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/services/2.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/services/2.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:19	89443/89443	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:02:00%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/1.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/1.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:19	85218/85218	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:59%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/2.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/2.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:19	82049/82049	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:02:00%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/3.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/3.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:20	96064/96064	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2012:59:30%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/barber.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/barber.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:20	47890/47890	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2012:59:30%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/kids.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/kids.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:21	99451/99451	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:59%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b3.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b3.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:21	193498/193498	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:56%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/5.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/5.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:21	121022/121022	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:02:00%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b1.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b1.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:21	43260/43260	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:59%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b4.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b4.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:22	108356/108356	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:02:00%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b2.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/team/b2.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:22	173449/173449	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:49%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/8.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/8.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:23	209990/209990	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:50%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/9.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/9.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:23	200606/200606	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:56%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/6.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/6.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:23	223431/223431	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:56%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/4.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/4.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:24	195776/195776	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:51%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/16.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/16.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:24	17321/17321	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2013:01:40%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/2.png	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/2.png	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:24	159630/159630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2013:01:55%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/19.jpg	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/slider/19.jpg	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:24	21960/21960	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2013:01:41%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/3.png	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/3.png	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:24	17276/17276	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2013:01:40%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/4.png	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/4.png	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:25	22974/22974	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2013:01:40%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/5.png	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/5.png	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:25	28963/28963	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2013:01:40%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/6.png	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/img/clients/6.png	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:26	89947/89947	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:29%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery-3.6.3.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery-3.6.3.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:26	7083/7083	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery-migrate-3.0.0.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery-migrate-3.0.0.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:26	15413/15413	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:27%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/modernizr-2.6.2.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/modernizr-2.6.2.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:26	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/imagesloaded.pkgd.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/imagesloaded.pkgd.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:27	34694/34694	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:27%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.isotope.v3.0.2.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.isotope.v3.0.2.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:27	19150/19150	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:29%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/popper.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/popper.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:27	59178/59178	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/bootstrap.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/bootstrap.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:28	1418/1418	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:29%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/scrollIt.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/scrollIt.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:28	8835/8835	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:29%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.waypoints.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.waypoints.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:28	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/owl.carousel.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/owl.carousel.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:29	12597/12597	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:29%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.stellar.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.stellar.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:29	41730/41730	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:27%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.magnific-popup.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/jquery.magnific-popup.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:30	1232/1232	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:29%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/YouTubePopUp.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/YouTubePopUp.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:30	146227/146227	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/select2.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/select2.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:31	77831/77831	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:29%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/datepicker.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/datepicker.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:31	5010/5010	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/smooth-scroll.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/smooth-scroll.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:31	9895/9895	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/vegas.slider.min.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/vegas.slider.min.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:31	18838/18838	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Jun%202023%2012:59:28%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/js/custom.js	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/js/custom.js	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/index.html)
12:12:32	163827/163827	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2013:01:37%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/bootstrap.min.css	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/bootstrap.min.css	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins.css)
12:12:32	3351/3351	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2013:01:40%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/owl.carousel.min.css	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/owl.carousel.min.css	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins.css)
12:12:32	1013/1013	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2013:01:38%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/owl.theme.default.min.css	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/owl.theme.default.min.css	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins.css)
12:12:33	71552/71552	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2013:01:37%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/animate.min.css	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/animate.min.css	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins.css)
12:12:33	16417/16417	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2013:01:38%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/themify-icons.css	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/themify-icons.css	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins.css)
12:12:34	2009/2009	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2013:01:40%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/barber-icons.css	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/barber-icons.css	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins.css)
12:12:34	6996/6996	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2013:01:37%20GMT	https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/magnific-popup.css	C:/Users/HP/Desktop/123/duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins/magnific-popup.css	(from https://duruthemes.com/demo/html/perukar/multipage-slideshow/css/plugins.css)
